subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
018	24	84	646	2	17	24	0	0	tt	173	NA	NA
018	24	84	350	3	24	62	0	0	ff	173	NA	NA
018	24	84	844	3	24	62	0	0	fp	173	NA	NA
018	24	84	1082	3	24	62	0	0	rp	173	NA	NA
018	24	84	0	3	24	62	0	0	pr	173	NA	NA
018	24	84	0	3	24	62	0	0	rr	173	NA	NA
018	24	84	844	3	24	62	0	0	tt	173	NA	NA
018	21	81	375	1	0	15	0	0	ff	191	NA	NA
018	21	81	729	1	0	15	0	0	fp	191	NA	NA
018	21	81	729	1	0	15	0	0	rp	191	NA	NA
018	21	81	0	1	0	15	0	0	pr	191	NA	NA
018	21	81	0	1	0	15	0	0	rr	191	NA	NA
018	21	81	729	1	0	15	0	0	tt	191	NA	NA
018	21	81	NA	2	15	20	0	0	ff	191	NA	NA
018	21	81	NA	2	15	20	0	0	fp	191	NA	NA
018	21	81	NA	2	15	20	0	0	rp	191	NA	NA
018	21	81	NA	2	15	20	0	0	pr	191	NA	NA
018	21	81	NA	2	15	20	0	0	rr	191	NA	NA
018	21	81	NA	2	15	20	0	0	tt	191	NA	NA
018	21	81	306	3	20	52	0	0	ff	191	NA	NA
018	21	81	890	3	20	52	0	0	fp	191	NA	NA
018	21	81	890	3	20	52	0	0	rp	191	NA	NA
018	21	81	0	3	20	52	0	0	pr	191	NA	NA
018	21	81	0	3	20	52	0	0	rr	191	NA	NA
018	21	81	890	3	20	52	0	0	tt	191	NA	NA
018	22	86	251	1	0	17	0	0	ff	213	NA	NA
018	22	86	611	1	0	17	0	0	fp	213	NA	NA
018	22	86	611	1	0	17	0	0	rp	213	NA	NA
018	22	86	0	1	0	17	0	0	pr	213	NA	NA
018	22	86	0	1	0	17	0	0	rr	213	NA	NA
018	22	86	611	1	0	17	0	0	tt	213	NA	NA
018	22	86	NA	2	17	22	0	0	ff	213	NA	NA
018	22	86	NA	2	17	22	0	0	fp	213	NA	NA
018	22	86	NA	2	17	22	0	0	rp	213	NA	NA
018	22	86	NA	2	17	22	0	0	pr	213	NA	NA
018	22	86	246	2	17	22	0	0	rr	213	NA	NA
018	22	86	246	2	17	22	0	0	tt	213	NA	NA
018	22	86	226	3	22	51	0	0	ff	213	NA	NA
018	22	86	226	3	22	51	0	0	fp	213	NA	NA
018	22	86	1350	3	22	51	0	0	rp	213	NA	NA
018	22	86	1	3	22	51	0	0	pr	213	NA	NA
018	22	86	878	3	22	51	0	0	rr	213	NA	NA
018	22	86	1104	3	22	51	0	0	tt	213	NA	NA
019	24	83	729	1	0	13	0	0	ff	9	NA	NA
019	24	83	729	1	0	13	0	0	fp	9	NA	NA
019	24	83	729	1	0	13	0	0	rp	9	NA	NA
019	24	83	0	1	0	13	0	0	pr	9	NA	NA
019	24	83	0	1	0	13	0	0	rr	9	NA	NA
019	24	83	729	1	0	13	0	0	tt	9	NA	NA
019	24	83	256	2	13	19	0	0	ff	9	NA	NA
019	24	83	256	2	13	19	0	0	fp	9	NA	NA
019	24	83	256	2	13	19	0	0	rp	9	NA	NA
019	24	83	0	2	13	19	0	0	pr	9	NA	NA
019	24	83	738	2	13	19	0	0	rr	9	NA	NA
019	24	83	994	2	13	19	0	0	tt	9	NA	NA
019	24	83	194	3	19	42	0	0	ff	9	NA	NA
019	24	83	694	3	19	42	0	0	fp	9	NA	NA
019	24	83	1638	3	19	42	0	0	rp	9	NA	NA
019	24	83	1	3	19	42	0	0	pr	9	NA	NA
019	24	83	206	3	19	42	0	0	rr	9	NA	NA
019	24	83	900	3	19	42	0	0	tt	9	NA	NA
019	23	82	247	1	0	16	0	0	ff	15	NA	NA
019	23	82	927	1	0	16	0	0	fp	15	NA	NA
019	23	82	927	1	0	16	0	0	rp	15	NA	NA
019	23	82	0	1	0	16	0	0	pr	15	NA	NA
019	23	82	2572	1	0	16	0	0	rr	15	NA	NA
019	23	82	3499	1	0	16	0	0	tt	15	NA	NA
019	23	82	328	2	16	23	0	0	ff	15	NA	NA
019	23	82	328	2	16	23	0	0	fp	15	NA	NA
019	23	82	1308	2	16	23	0	0	rp	15	NA	NA
019	23	82	1	2	16	23	0	0	pr	15	NA	NA
019	23	82	168	2	16	23	0	0	rr	15	NA	NA
019	23	82	496	2	16	23	0	0	tt	15	NA	NA
019	23	82	264	3	23	50	0	0	ff	15	NA	NA
019	23	82	1344	3	23	50	0	0	fp	15	NA	NA
019	23	82	4418	3	23	50	0	0	rp	15	NA	NA
019	23	82	1	3	23	50	0	0	pr	15	NA	NA
019	23	82	1314	3	23	50	0	0	rr	15	NA	NA
019	23	82	2658	3	23	50	0	0	tt	15	NA	NA
019	22	77	231	1	0	23	0	0	ff	19	NA	NA
019	22	77	645	1	0	23	0	0	fp	19	NA	NA
019	22	77	645	1	0	23	0	0	rp	19	NA	NA
019	22	77	0	1	0	23	0	0	pr	19	NA	NA
019	22	77	1180	1	0	23	0	0	rr	19	NA	NA
019	22	77	1825	1	0	23	0	0	tt	19	NA	NA
019	22	77	NA	2	23	29	0	0	ff	19	NA	NA
019	22	77	NA	2	23	29	0	0	fp	19	NA	NA
019	22	77	NA	2	23	29	0	0	rp	19	NA	NA
019	22	77	NA	2	23	29	0	0	pr	19	NA	NA
019	22	77	NA	2	23	29	0	0	rr	19	NA	NA
019	22	77	NA	2	23	29	0	0	tt	19	NA	NA
019	22	77	274	3	29	57	0	0	ff	19	NA	NA
019	22	77	1006	3	29	57	0	0	fp	19	NA	NA
019	22	77	2476	3	29	57	0	0	rp	19	NA	NA
019	22	77	1	3	29	57	0	0	pr	19	NA	NA
019	22	77	0	3	29	57	0	0	rr	19	NA	NA
019	22	77	1006	3	29	57	0	0	tt	19	NA	NA
019	24	75	221	1	0	16	0	0	ff	35	NA	NA
019	24	75	449	1	0	16	0	0	fp	35	NA	NA
019	24	75	449	1	0	16	0	0	rp	35	NA	NA
019	24	75	0	1	0	16	0	0	pr	35	NA	NA
019	24	75	0	1	0	16	0	0	rr	35	NA	NA
019	24	75	449	1	0	16	0	0	tt	35	NA	NA
019	24	75	182	2	16	22	0	0	ff	35	NA	NA
019	24	75	182	2	16	22	0	0	fp	35	NA	NA
019	24	75	182	2	16	22	0	0	rp	35	NA	NA
019	24	75	0	2	16	22	0	0	pr	35	NA	NA
019	24	75	0	2	16	22	0	0	rr	35	NA	NA
019	24	75	182	2	16	22	0	0	tt	35	NA	NA
019	24	75	180	3	22	52	0	0	ff	35	NA	NA
019	24	75	754	3	22	52	0	0	fp	35	NA	NA
019	24	75	754	3	22	52	0	0	rp	35	NA	NA
019	24	75	0	3	22	52	0	0	pr	35	NA	NA
019	24	75	0	3	22	52	0	0	rr	35	NA	NA
019	24	75	754	3	22	52	0	0	tt	35	NA	NA
019	22	89	199	1	0	19	0	0	ff	47	NA	NA
019	22	89	473	1	0	19	0	0	fp	47	NA	NA
019	22	89	473	1	0	19	0	0	rp	47	NA	NA
019	22	89	0	1	0	19	0	0	pr	47	NA	NA
019	22	89	288	1	0	19	0	0	rr	47	NA	NA
019	22	89	761	1	0	19	0	0	tt	47	NA	NA
019	22	89	222	2	19	24	0	0	ff	47	NA	NA
019	22	89	222	2	19	24	0	0	fp	47	NA	NA
019	22	89	222	2	19	24	0	0	rp	47	NA	NA
019	22	89	0	2	19	24	0	0	pr	47	NA	NA
019	22	89	0	2	19	24	0	0	rr	47	NA	NA
019	22	89	222	2	19	24	0	0	tt	47	NA	NA
019	22	89	306	3	24	49	0	0	ff	47	NA	NA
019	22	89	1446	3	24	49	0	0	fp	47	NA	NA
019	22	89	1734	3	24	49	0	0	rp	47	NA	NA
019	22	89	1	3	24	49	0	0	pr	47	NA	NA
019	22	89	0	3	24	49	0	0	rr	47	NA	NA
019	22	89	1446	3	24	49	0	0	tt	47	NA	NA
019	22	81	344	1	0	16	0	0	ff	61	NA	NA
019	22	81	572	1	0	16	0	0	fp	61	NA	NA
019	22	81	572	1	0	16	0	0	rp	61	NA	NA
019	22	81	0	1	0	16	0	0	pr	61	NA	NA
019	22	81	806	1	0	16	0	0	rr	61	NA	NA
019	22	81	1378	1	0	16	0	0	tt	61	NA	NA
019	22	81	NA	2	16	21	0	0	ff	61	NA	NA
019	22	81	NA	2	16	21	0	0	fp	61	NA	NA
019	22	81	NA	2	16	21	0	0	rp	61	NA	NA
019	22	81	NA	2	16	21	0	0	pr	61	NA	NA
019	22	81	736	2	16	21	0	0	rr	61	NA	NA
019	22	81	736	2	16	21	0	0	tt	61	NA	NA
019	22	81	262	3	21	53	0	0	ff	61	NA	NA
019	22	81	1246	3	21	53	0	0	fp	61	NA	NA
019	22	81	3654	3	21	53	0	0	rp	61	NA	NA
019	22	81	1	3	21	53	0	0	pr	61	NA	NA
019	22	81	510	3	21	53	0	0	rr	61	NA	NA
019	22	81	1756	3	21	53	0	0	tt	61	NA	NA
019	21	80	105	1	0	14	0	0	ff	71	NA	NA
019	21	80	341	1	0	14	0	0	fp	71	NA	NA
019	21	80	341	1	0	14	0	0	rp	71	NA	NA
019	21	80	0	1	0	14	0	0	pr	71	NA	NA
019	21	80	0	1	0	14	0	0	rr	71	NA	NA
019	21	80	341	1	0	14	0	0	tt	71	NA	NA
019	21	80	NA	2	14	20	0	0	ff	71	NA	NA
019	21	80	NA	2	14	20	0	0	fp	71	NA	NA
019	21	80	NA	2	14	20	0	0	rp	71	NA	NA
019	21	80	NA	2	14	20	0	0	pr	71	NA	NA
019	21	80	NA	2	14	20	0	0	rr	71	NA	NA
019	21	80	NA	2	14	20	0	0	tt	71	NA	NA
019	21	80	692	3	20	48	0	0	ff	71	NA	NA
019	21	80	1224	3	20	48	0	0	fp	71	NA	NA
019	21	80	1624	3	20	48	0	0	rp	71	NA	NA
019	21	80	0	3	20	48	0	0	pr	71	NA	NA
019	21	80	0	3	20	48	0	0	rr	71	NA	NA
019	21	80	1224	3	20	48	0	0	tt	71	NA	NA
019	21	92	266	1	0	15	0	0	ff	77	NA	NA
019	21	92	266	1	0	15	0	0	fp	77	NA	NA
019	21	92	266	1	0	15	0	0	rp	77	NA	NA
019	21	92	0	1	0	15	0	0	pr	77	NA	NA
019	21	92	408	1	0	15	0	0	rr	77	NA	NA
019	21	92	674	1	0	15	0	0	tt	77	NA	NA
019	21	92	NA	2	15	21	0	0	ff	77	NA	NA
019	21	92	NA	2	15	21	0	0	fp	77	NA	NA
019	21	92	NA	2	15	21	0	0	rp	77	NA	NA
019	21	92	NA	2	15	21	0	0	pr	77	NA	NA
019	21	92	NA	2	15	21	0	0	rr	77	NA	NA
019	21	92	NA	2	15	21	0	0	tt	77	NA	NA
019	21	92	592	3	21	59	0	0	ff	77	NA	NA
019	21	92	1956	3	21	59	0	0	fp	77	NA	NA
019	21	92	3050	3	21	59	0	0	rp	77	NA	NA
019	21	92	1	3	21	59	0	0	pr	77	NA	NA
019	21	92	350	3	21	59	0	0	rr	77	NA	NA
019	21	92	2306	3	21	59	0	0	tt	77	NA	NA
019	23	94	391	1	0	20	0	0	ff	105	NA	NA
019	23	94	541	1	0	20	0	0	fp	105	NA	NA
019	23	94	541	1	0	20	0	0	rp	105	NA	NA
019	23	94	0	1	0	20	0	0	pr	105	NA	NA
019	23	94	0	1	0	20	0	0	rr	105	NA	NA
019	23	94	541	1	0	20	0	0	tt	105	NA	NA
019	23	94	NA	2	20	27	0	0	ff	105	NA	NA
019	23	94	NA	2	20	27	0	0	fp	105	NA	NA
019	23	94	NA	2	20	27	0	0	rp	105	NA	NA
019	23	94	NA	2	20	27	0	0	pr	105	NA	NA
019	23	94	NA	2	20	27	0	0	rr	105	NA	NA
019	23	94	NA	2	20	27	0	0	tt	105	NA	NA
019	23	94	1070	3	27	55	0	0	ff	105	NA	NA
019	23	94	1822	3	27	55	0	0	fp	105	NA	NA
019	23	94	1822	3	27	55	0	0	rp	105	NA	NA
019	23	94	0	3	27	55	0	0	pr	105	NA	NA
019	23	94	0	3	27	55	0	0	rr	105	NA	NA
019	23	94	1822	3	27	55	0	0	tt	105	NA	NA
019	22	73	113	1	0	19	0	0	ff	111	NA	NA
019	22	73	683	1	0	19	0	0	fp	111	NA	NA
019	22	73	683	1	0	19	0	0	rp	111	NA	NA
019	22	73	0	1	0	19	0	0	pr	111	NA	NA
019	22	73	1346	1	0	19	0	0	rr	111	NA	NA
019	22	73	2029	1	0	19	0	0	tt	111	NA	NA
019	22	73	NA	2	19	24	0	0	ff	111	NA	NA
019	22	73	NA	2	19	24	0	0	fp	111	NA	NA
019	22	73	NA	2	19	24	0	0	rp	111	NA	NA
019	22	73	NA	2	19	24	0	0	pr	111	NA	NA
019	22	73	NA	2	19	24	0	0	rr	111	NA	NA
019	22	73	NA	2	19	24	0	0	tt	111	NA	NA
019	22	73	112	3	24	53	0	0	ff	111	NA	NA
019	22	73	112	3	24	53	0	0	fp	111	NA	NA
019	22	73	2556	3	24	53	0	0	rp	111	NA	NA
019	22	73	1	3	24	53	0	0	pr	111	NA	NA
019	22	73	1098	3	24	53	0	0	rr	111	NA	NA
019	22	73	1210	3	24	53	0	0	tt	111	NA	NA
019	23	78	413	1	0	17	0	0	ff	117	NA	NA
019	23	78	631	1	0	17	0	0	fp	117	NA	NA
019	23	78	631	1	0	17	0	0	rp	117	NA	NA
019	23	78	0	1	0	17	0	0	pr	117	NA	NA
019	23	78	366	1	0	17	0	0	rr	117	NA	NA
019	23	78	997	1	0	17	0	0	tt	117	NA	NA
019	23	78	302	2	17	22	0	0	ff	117	NA	NA
019	23	78	302	2	17	22	0	0	fp	117	NA	NA
019	23	78	302	2	17	22	0	0	rp	117	NA	NA
019	23	78	0	2	17	22	0	0	pr	117	NA	NA
019	23	78	0	2	17	22	0	0	rr	117	NA	NA
019	23	78	302	2	17	22	0	0	tt	117	NA	NA
019	23	78	254	3	22	49	0	0	ff	117	NA	NA
019	23	78	1344	3	22	49	0	0	fp	117	NA	NA
019	23	78	1710	3	22	49	0	0	rp	117	NA	NA
019	23	78	1	3	22	49	0	0	pr	117	NA	NA
019	23	78	0	3	22	49	0	0	rr	117	NA	NA
019	23	78	1344	3	22	49	0	0	tt	117	NA	NA
019	21	88	349	1	0	18	0	0	ff	132	NA	NA
019	21	88	349	1	0	18	0	0	fp	132	NA	NA
019	21	88	349	1	0	18	0	0	rp	132	NA	NA
019	21	88	0	1	0	18	0	0	pr	132	NA	NA
019	21	88	690	1	0	18	0	0	rr	132	NA	NA
019	21	88	1039	1	0	18	0	0	tt	132	NA	NA
019	21	88	272	2	18	23	0	0	ff	132	NA	NA
019	21	88	272	2	18	23	0	0	fp	132	NA	NA
019	21	88	272	2	18	23	0	0	rp	132	NA	NA
019	21	88	0	2	18	23	0	0	pr	132	NA	NA
019	21	88	0	2	18	23	0	0	rr	132	NA	NA
019	21	88	272	2	18	23	0	0	tt	132	NA	NA
019	21	88	136	3	23	49	0	0	ff	132	NA	NA
019	21	88	692	3	23	49	0	0	fp	132	NA	NA
019	21	88	1886	3	23	49	0	0	rp	132	NA	NA
019	21	88	1	3	23	49	0	0	pr	132	NA	NA
019	21	88	504	3	23	49	0	0	rr	132	NA	NA
019	21	88	1196	3	23	49	0	0	tt	132	NA	NA
019	21	84	47	1	0	16	0	0	ff	134	NA	NA
019	21	84	389	1	0	16	0	0	fp	134	NA	NA
019	21	84	389	1	0	16	0	0	rp	134	NA	NA
019	21	84	0	1	0	16	0	0	pr	134	NA	NA
019	21	84	498	1	0	16	0	0	rr	134	NA	NA
019	21	84	887	1	0	16	0	0	tt	134	NA	NA
019	21	84	198	2	16	21	0	0	ff	134	NA	NA
019	21	84	198	2	16	21	0	0	fp	134	NA	NA
019	21	84	696	2	16	21	0	0	rp	134	NA	NA
019	21	84	1	2	16	21	0	0	pr	134	NA	NA
019	21	84	158	2	16	21	0	0	rr	134	NA	NA
019	21	84	356	2	16	21	0	0	tt	134	NA	NA
019	21	84	224	3	21	50	0	0	ff	134	NA	NA
019	21	84	592	3	21	50	0	0	fp	134	NA	NA
019	21	84	750	3	21	50	0	0	rp	134	NA	NA
019	21	84	1	3	21	50	0	0	pr	134	NA	NA
019	21	84	0	3	21	50	0	0	rr	134	NA	NA
019	21	84	592	3	21	50	0	0	tt	134	NA	NA
019	24	91	240	1	0	19	0	0	ff	138	NA	NA
019	24	91	408	1	0	19	0	0	fp	138	NA	NA
019	24	91	408	1	0	19	0	0	rp	138	NA	NA
019	24	91	0	1	0	19	0	0	pr	138	NA	NA
019	24	91	230	1	0	19	0	0	rr	138	NA	NA
019	24	91	638	1	0	19	0	0	tt	138	NA	NA
019	24	91	282	2	19	26	0	0	ff	138	NA	NA
019	24	91	282	2	19	26	0	0	fp	138	NA	NA
019	24	91	282	2	19	26	0	0	rp	138	NA	NA
019	24	91	0	2	19	26	0	0	pr	138	NA	NA
019	24	91	226	2	19	26	0	0	rr	138	NA	NA
019	24	91	508	2	19	26	0	0	tt	138	NA	NA
019	24	91	260	3	26	56	0	0	ff	138	NA	NA
019	24	91	1290	3	26	56	0	0	fp	138	NA	NA
019	24	91	1932	3	26	56	0	0	rp	138	NA	NA
019	24	91	1	3	26	56	0	0	pr	138	NA	NA
019	24	91	186	3	26	56	0	0	rr	138	NA	NA
019	24	91	1476	3	26	56	0	0	tt	138	NA	NA
019	24	87	264	1	0	17	0	0	ff	154	NA	NA
019	24	87	650	1	0	17	0	0	fp	154	NA	NA
019	24	87	650	1	0	17	0	0	rp	154	NA	NA
019	24	87	0	1	0	17	0	0	pr	154	NA	NA
019	24	87	410	1	0	17	0	0	rr	154	NA	NA
019	24	87	1060	1	0	17	0	0	tt	154	NA	NA
019	24	87	192	2	17	24	0	0	ff	154	NA	NA
019	24	87	192	2	17	24	0	0	fp	154	NA	NA
019	24	87	192	2	17	24	0	0	rp	154	NA	NA
019	24	87	0	2	17	24	0	0	pr	154	NA	NA
019	24	87	0	2	17	24	0	0	rr	154	NA	NA
019	24	87	192	2	17	24	0	0	tt	154	NA	NA
019	24	87	188	3	24	44	0	0	ff	154	NA	NA
019	24	87	368	3	24	44	0	0	fp	154	NA	NA
019	24	87	778	3	24	44	0	0	rp	154	NA	NA
019	24	87	1	3	24	44	0	0	pr	154	NA	NA
019	24	87	0	3	24	44	0	0	rr	154	NA	NA
019	24	87	368	3	24	44	0	0	tt	154	NA	NA
019	22	85	184	1	0	18	0	0	ff	158	NA	NA
019	22	85	370	1	0	18	0	0	fp	158	NA	NA
019	22	85	370	1	0	18	0	0	rp	158	NA	NA
019	22	85	0	1	0	18	0	0	pr	158	NA	NA
019	22	85	0	1	0	18	0	0	rr	158	NA	NA
019	22	85	370	1	0	18	0	0	tt	158	NA	NA
019	22	85	NA	2	18	25	0	0	ff	158	NA	NA
019	22	85	NA	2	18	25	0	0	fp	158	NA	NA
019	22	85	NA	2	18	25	0	0	rp	158	NA	NA
019	22	85	NA	2	18	25	0	0	pr	158	NA	NA
019	22	85	122	2	18	25	0	0	rr	158	NA	NA
019	22	85	122	2	18	25	0	0	tt	158	NA	NA
019	22	85	232	3	25	45	0	0	ff	158	NA	NA
019	22	85	430	3	25	45	0	0	fp	158	NA	NA
019	22	85	584	3	25	45	0	0	rp	158	NA	NA
019	22	85	1	3	25	45	0	0	pr	158	NA	NA
019	22	85	0	3	25	45	0	0	rr	158	NA	NA
019	22	85	430	3	25	45	0	0	tt	158	NA	NA
019	24	95	192	1	0	16	0	0	ff	166	NA	NA
019	24	95	392	1	0	16	0	0	fp	166	NA	NA
019	24	95	392	1	0	16	0	0	rp	166	NA	NA
019	24	95	0	1	0	16	0	0	pr	166	NA	NA
019	24	95	0	1	0	16	0	0	rr	166	NA	NA
019	24	95	392	1	0	16	0	0	tt	166	NA	NA
019	24	95	NA	2	16	21	0	0	ff	166	NA	NA
019	24	95	NA	2	16	21	0	0	fp	166	NA	NA
019	24	95	NA	2	16	21	0	0	rp	166	NA	NA
019	24	95	NA	2	16	21	0	0	pr	166	NA	NA
019	24	95	322	2	16	21	0	0	rr	166	NA	NA
019	24	95	322	2	16	21	0	0	tt	166	NA	NA
019	24	95	602	3	21	41	0	0	ff	166	NA	NA
019	24	95	844	3	21	41	0	0	fp	166	NA	NA
019	24	95	1404	3	21	41	0	0	rp	166	NA	NA
019	24	95	1	3	21	41	0	0	pr	166	NA	NA
019	24	95	238	3	21	41	0	0	rr	166	NA	NA
019	24	95	1082	3	21	41	0	0	tt	166	NA	NA
019	23	86	255	1	0	17	0	0	ff	171	NA	NA
019	23	86	445	1	0	17	0	0	fp	171	NA	NA
019	23	86	445	1	0	17	0	0	rp	171	NA	NA
019	23	86	0	1	0	17	0	0	pr	171	NA	NA
019	23	86	0	1	0	17	0	0	rr	171	NA	NA
019	23	86	445	1	0	17	0	0	tt	171	NA	NA
019	23	86	NA	2	17	23	0	0	ff	171	NA	NA
019	23	86	NA	2	17	23	0	0	fp	171	NA	NA
019	23	86	NA	2	17	23	0	0	rp	171	NA	NA
019	23	86	NA	2	17	23	0	0	pr	171	NA	NA
019	23	86	NA	2	17	23	0	0	rr	171	NA	NA
019	23	86	NA	2	17	23	0	0	tt	171	NA	NA
019	23	86	308	3	23	51	0	0	ff	171	NA	NA
019	23	86	1206	3	23	51	0	0	fp	171	NA	NA
019	23	86	1206	3	23	51	0	0	rp	171	NA	NA
019	23	86	0	3	23	51	0	0	pr	171	NA	NA
019	23	86	0	3	23	51	0	0	rr	171	NA	NA
019	23	86	1206	3	23	51	0	0	tt	171	NA	NA
019	21	76	227	1	0	18	0	0	ff	173	NA	NA
019	21	76	459	1	0	18	0	0	fp	173	NA	NA
019	21	76	459	1	0	18	0	0	rp	173	NA	NA
019	21	76	0	1	0	18	0	0	pr	173	NA	NA
019	21	76	642	1	0	18	0	0	rr	173	NA	NA
019	21	76	1101	1	0	18	0	0	tt	173	NA	NA
019	21	76	260	2	18	24	0	0	ff	173	NA	NA
019	21	76	260	2	18	24	0	0	fp	173	NA	NA
019	21	76	260	2	18	24	0	0	rp	173	NA	NA
019	21	76	0	2	18	24	0	0	pr	173	NA	NA
019	21	76	0	2	18	24	0	0	rr	173	NA	NA
019	21	76	260	2	18	24	0	0	tt	173	NA	NA
019	21	76	206	3	24	60	0	0	ff	173	NA	NA
019	21	76	1046	3	24	60	0	0	fp	173	NA	NA
019	21	76	2502	3	24	60	0	0	rp	173	NA	NA
019	21	76	1	3	24	60	0	0	pr	173	NA	NA
019	21	76	814	3	24	60	0	0	rr	173	NA	NA
019	21	76	1860	3	24	60	0	0	tt	173	NA	NA
019	23	74	388	1	0	17	0	0	ff	193	NA	NA
019	23	74	388	1	0	17	0	0	fp	193	NA	NA
019	23	74	388	1	0	17	0	0	rp	193	NA	NA
019	23	74	0	1	0	17	0	0	pr	193	NA	NA
019	23	74	204	1	0	17	0	0	rr	193	NA	NA
019	23	74	592	1	0	17	0	0	tt	193	NA	NA
019	23	74	208	2	17	23	0	0	ff	193	NA	NA
019	23	74	208	2	17	23	0	0	fp	193	NA	NA
019	23	74	208	2	17	23	0	0	rp	193	NA	NA
019	23	74	0	2	17	23	0	0	pr	193	NA	NA
019	23	74	0	2	17	23	0	0	rr	193	NA	NA
019	23	74	208	2	17	23	0	0	tt	193	NA	NA
019	23	74	220	3	23	48	0	0	ff	193	NA	NA
019	23	74	730	3	23	48	0	0	fp	193	NA	NA
019	23	74	1008	3	23	48	0	0	rp	193	NA	NA
019	23	74	1	3	23	48	0	0	pr	193	NA	NA
019	23	74	0	3	23	48	0	0	rr	193	NA	NA
019	23	74	730	3	23	48	0	0	tt	193	NA	NA
020	22	84	249	1	0	17	0	0	ff	31	NA	NA
020	22	84	1177	1	0	17	0	0	fp	31	NA	NA
020	22	84	1483	1	0	17	0	0	rp	31	NA	NA
020	22	84	0	1	0	17	0	0	pr	31	NA	NA
020	22	84	0	1	0	17	0	0	rr	31	NA	NA
020	22	84	1177	1	0	17	0	0	tt	31	NA	NA
020	22	84	NA	2	17	22	0	0	ff	31	NA	NA
020	22	84	NA	2	17	22	0	0	fp	31	NA	NA
020	22	84	NA	2	17	22	0	0	rp	31	NA	NA
020	22	84	NA	2	17	22	0	0	pr	31	NA	NA
020	22	84	NA	2	17	22	0	0	rr	31	NA	NA
020	22	84	NA	2	17	22	0	0	tt	31	NA	NA
020	22	84	186	3	22	51	0	0	ff	31	NA	NA
020	22	84	608	3	22	51	0	0	fp	31	NA	NA
020	22	84	608	3	22	51	0	0	rp	31	NA	NA
020	22	84	0	3	22	51	0	0	pr	31	NA	NA
020	22	84	0	3	22	51	0	0	rr	31	NA	NA
020	22	84	608	3	22	51	0	0	tt	31	NA	NA
020	21	95	245	1	0	16	0	0	ff	35	NA	NA
020	21	95	617	1	0	16	0	0	fp	35	NA	NA
020	21	95	875	1	0	16	0	0	rp	35	NA	NA
020	21	95	0	1	0	16	0	0	pr	35	NA	NA
020	21	95	454	1	0	16	0	0	rr	35	NA	NA
020	21	95	1071	1	0	16	0	0	tt	35	NA	NA
020	21	95	484	2	16	22	0	0	ff	35	NA	NA
020	21	95	484	2	16	22	0	0	fp	35	NA	NA
020	21	95	1062	2	16	22	0	0	rp	35	NA	NA
020	21	95	1	2	16	22	0	0	pr	35	NA	NA
020	21	95	692	2	16	22	0	0	rr	35	NA	NA
020	21	95	1176	2	16	22	0	0	tt	35	NA	NA
020	21	95	116	3	22	50	0	0	ff	35	NA	NA
020	21	95	890	3	22	50	0	0	fp	35	NA	NA
020	21	95	1458	3	22	50	0	0	rp	35	NA	NA
020	21	95	1	3	22	50	0	0	pr	35	NA	NA
020	21	95	0	3	22	50	0	0	rr	35	NA	NA
020	21	95	890	3	22	50	0	0	tt	35	NA	NA
020	24	94	142	1	0	19	0	0	ff	39	NA	NA
020	24	94	336	1	0	19	0	0	fp	39	NA	NA
020	24	94	336	1	0	19	0	0	rp	39	NA	NA
020	24	94	0	1	0	19	0	0	pr	39	NA	NA
020	24	94	54	1	0	19	0	0	rr	39	NA	NA
020	24	94	390	1	0	19	0	0	tt	39	NA	NA
020	24	94	248	2	19	26	0	0	ff	39	NA	NA
020	24	94	248	2	19	26	0	0	fp	39	NA	NA
020	24	94	248	2	19	26	0	0	rp	39	NA	NA
020	24	94	0	2	19	26	0	0	pr	39	NA	NA
020	24	94	0	2	19	26	0	0	rr	39	NA	NA
020	24	94	248	2	19	26	0	0	tt	39	NA	NA
020	24	94	486	3	26	54	0	0	ff	39	NA	NA
020	24	94	1038	3	26	54	0	0	fp	39	NA	NA
020	24	94	1092	3	26	54	0	0	rp	39	NA	NA
020	24	94	1	3	26	54	0	0	pr	39	NA	NA
020	24	94	0	3	26	54	0	0	rr	39	NA	NA
020	24	94	1038	3	26	54	0	0	tt	39	NA	NA
020	24	74	168	1	0	16	0	0	ff	49	NA	NA
020	24	74	366	1	0	16	0	0	fp	49	NA	NA
020	24	74	366	1	0	16	0	0	rp	49	NA	NA
020	24	74	0	1	0	16	0	0	pr	49	NA	NA
020	24	74	0	1	0	16	0	0	rr	49	NA	NA
020	24	74	366	1	0	16	0	0	tt	49	NA	NA
020	24	74	NA	2	16	22	0	0	ff	49	NA	NA
020	24	74	NA	2	16	22	0	0	fp	49	NA	NA
020	24	74	NA	2	16	22	0	0	rp	49	NA	NA
020	24	74	NA	2	16	22	0	0	pr	49	NA	NA
020	24	74	306	2	16	22	0	0	rr	49	NA	NA
020	24	74	306	2	16	22	0	0	tt	49	NA	NA
020	24	74	216	3	22	47	0	0	ff	49	NA	NA
020	24	74	644	3	22	47	0	0	fp	49	NA	NA
020	24	74	1248	3	22	47	0	0	rp	49	NA	NA
020	24	74	1	3	22	47	0	0	pr	49	NA	NA
020	24	74	298	3	22	47	0	0	rr	49	NA	NA
020	24	74	942	3	22	47	0	0	tt	49	NA	NA
020	21	75	174	1	0	16	0	0	ff	55	NA	NA
