subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
048	23	94	0	1	0	20	0	0	pr	155	NA	NA
048	23	94	1146	1	0	20	0	0	rr	155	NA	NA
048	23	94	1546	1	0	20	0	0	tt	155	NA	NA
048	23	94	NA	2	20	27	0	0	ff	155	NA	NA
048	23	94	NA	2	20	27	0	0	fp	155	NA	NA
048	23	94	NA	2	20	27	0	0	rp	155	NA	NA
048	23	94	NA	2	20	27	0	0	pr	155	NA	NA
048	23	94	164	2	20	27	0	0	rr	155	NA	NA
048	23	94	164	2	20	27	0	0	tt	155	NA	NA
048	23	94	198	3	27	55	0	0	ff	155	NA	NA
048	23	94	490	3	27	55	0	0	fp	155	NA	NA
048	23	94	2328	3	27	55	0	0	rp	155	NA	NA
048	23	94	1	3	27	55	0	0	pr	155	NA	NA
048	23	94	528	3	27	55	0	0	rr	155	NA	NA
048	23	94	1018	3	27	55	0	0	tt	155	NA	NA
048	22	89	164	1	0	19	0	0	ff	157	NA	NA
048	22	89	164	1	0	19	0	0	fp	157	NA	NA
048	22	89	164	1	0	19	0	0	rp	157	NA	NA
048	22	89	0	1	0	19	0	0	pr	157	NA	NA
048	22	89	0	1	0	19	0	0	rr	157	NA	NA
048	22	89	164	1	0	19	0	0	tt	157	NA	NA
048	22	89	252	2	19	24	0	0	ff	157	NA	NA
048	22	89	252	2	19	24	0	0	fp	157	NA	NA
048	22	89	252	2	19	24	0	0	rp	157	NA	NA
048	22	89	0	2	19	24	0	0	pr	157	NA	NA
048	22	89	0	2	19	24	0	0	rr	157	NA	NA
048	22	89	252	2	19	24	0	0	tt	157	NA	NA
048	22	89	172	3	24	49	0	0	ff	157	NA	NA
048	22	89	172	3	24	49	0	0	fp	157	NA	NA
048	22	89	172	3	24	49	0	0	rp	157	NA	NA
048	22	89	0	3	24	49	0	0	pr	157	NA	NA
048	22	89	0	3	24	49	0	0	rr	157	NA	NA
048	22	89	172	3	24	49	0	0	tt	157	NA	NA
048	21	92	220	1	0	15	0	0	ff	167	NA	NA
048	21	92	220	1	0	15	0	0	fp	167	NA	NA
048	21	92	220	1	0	15	0	0	rp	167	NA	NA
048	21	92	0	1	0	15	0	0	pr	167	NA	NA
048	21	92	390	1	0	15	0	0	rr	167	NA	NA
048	21	92	610	1	0	15	0	0	tt	167	NA	NA
048	21	92	300	2	15	21	0	0	ff	167	NA	NA
048	21	92	300	2	15	21	0	0	fp	167	NA	NA
048	21	92	300	2	15	21	0	0	rp	167	NA	NA
048	21	92	0	2	15	21	0	0	pr	167	NA	NA
048	21	92	186	2	15	21	0	0	rr	167	NA	NA
048	21	92	486	2	15	21	0	0	tt	167	NA	NA
048	21	92	156	3	21	59	0	0	ff	167	NA	NA
048	21	92	398	3	21	59	0	0	fp	167	NA	NA
048	21	92	1906	3	21	59	0	0	rp	167	NA	NA
048	21	92	1	3	21	59	0	0	pr	167	NA	NA
048	21	92	932	3	21	59	0	0	rr	167	NA	NA
048	21	92	1330	3	21	59	0	0	tt	167	NA	NA
050	23	81	175	1	0	21	0	0	ff	23	NA	NA
050	23	81	703	1	0	21	0	0	fp	23	NA	NA
050	23	81	703	1	0	21	0	0	rp	23	NA	NA
050	23	81	0	1	0	21	0	0	pr	23	NA	NA
050	23	81	388	1	0	21	0	0	rr	23	NA	NA
050	23	81	1091	1	0	21	0	0	tt	23	NA	NA
050	23	81	246	2	21	28	0	0	ff	23	NA	NA
050	23	81	372	2	21	28	0	0	fp	23	NA	NA
050	23	81	372	2	21	28	0	0	rp	23	NA	NA
050	23	81	0	2	21	28	0	0	pr	23	NA	NA
050	23	81	350	2	21	28	0	0	rr	23	NA	NA
050	23	81	722	2	21	28	0	0	tt	23	NA	NA
050	23	81	166	3	28	53	0	0	ff	23	NA	NA
050	23	81	418	3	28	53	0	0	fp	23	NA	NA
050	23	81	2488	3	28	53	0	0	rp	23	NA	NA
050	23	81	1	3	28	53	0	0	pr	23	NA	NA
050	23	81	1332	3	28	53	0	0	rr	23	NA	NA
050	23	81	1750	3	28	53	0	0	tt	23	NA	NA
050	22	88	155	1	0	19	0	0	ff	33	NA	NA
050	22	88	155	1	0	19	0	0	fp	33	NA	NA
050	22	88	155	1	0	19	0	0	rp	33	NA	NA
050	22	88	0	1	0	19	0	0	pr	33	NA	NA
050	22	88	1602	1	0	19	0	0	rr	33	NA	NA
050	22	88	1757	1	0	19	0	0	tt	33	NA	NA
050	22	88	136	2	19	24	0	0	ff	33	NA	NA
050	22	88	136	2	19	24	0	0	fp	33	NA	NA
050	22	88	1666	2	19	24	0	0	rp	33	NA	NA
050	22	88	1	2	19	24	0	0	pr	33	NA	NA
050	22	88	1200	2	19	24	0	0	rr	33	NA	NA
050	22	88	1336	2	19	24	0	0	tt	33	NA	NA
050	22	88	268	3	24	50	0	0	ff	33	NA	NA
050	22	88	268	3	24	50	0	0	fp	33	NA	NA
050	22	88	3546	3	24	50	0	0	rp	33	NA	NA
050	22	88	1	3	24	50	0	0	pr	33	NA	NA
050	22	88	2006	3	24	50	0	0	rr	33	NA	NA
050	22	88	2274	3	24	50	0	0	tt	33	NA	NA
050	21	75	117	1	0	16	0	0	ff	47	NA	NA
050	21	75	703	1	0	16	0	0	fp	47	NA	NA
050	21	75	703	1	0	16	0	0	rp	47	NA	NA
050	21	75	0	1	0	16	0	0	pr	47	NA	NA
050	21	75	206	1	0	16	0	0	rr	47	NA	NA
050	21	75	909	1	0	16	0	0	tt	47	NA	NA
050	21	75	348	2	16	23	0	0	ff	47	NA	NA
050	21	75	348	2	16	23	0	0	fp	47	NA	NA
050	21	75	348	2	16	23	0	0	rp	47	NA	NA
050	21	75	0	2	16	23	0	0	pr	47	NA	NA
050	21	75	284	2	16	23	0	0	rr	47	NA	NA
050	21	75	632	2	16	23	0	0	tt	47	NA	NA
050	21	75	598	3	23	53	0	0	ff	47	NA	NA
050	21	75	598	3	23	53	0	0	fp	47	NA	NA
050	21	75	1554	3	23	53	0	0	rp	47	NA	NA
050	21	75	1	3	23	53	0	0	pr	47	NA	NA
050	21	75	466	3	23	53	0	0	rr	47	NA	NA
050	21	75	1064	3	23	53	0	0	tt	47	NA	NA
050	24	82	183	1	0	15	0	0	ff	61	NA	NA
050	24	82	833	1	0	15	0	0	fp	61	NA	NA
050	24	82	833	1	0	15	0	0	rp	61	NA	NA
050	24	82	0	1	0	15	0	0	pr	61	NA	NA
050	24	82	338	1	0	15	0	0	rr	61	NA	NA
050	24	82	1171	1	0	15	0	0	tt	61	NA	NA
050	24	82	190	2	15	22	0	0	ff	61	NA	NA
050	24	82	190	2	15	22	0	0	fp	61	NA	NA
050	24	82	764	2	15	22	0	0	rp	61	NA	NA
050	24	82	1	2	15	22	0	0	pr	61	NA	NA
050	24	82	454	2	15	22	0	0	rr	61	NA	NA
050	24	82	644	2	15	22	0	0	tt	61	NA	NA
050	24	82	372	3	22	49	0	0	ff	61	NA	NA
050	24	82	1060	3	22	49	0	0	fp	61	NA	NA
050	24	82	1680	3	22	49	0	0	rp	61	NA	NA
050	24	82	1	3	22	49	0	0	pr	61	NA	NA
050	24	82	402	3	22	49	0	0	rr	61	NA	NA
050	24	82	1462	3	22	49	0	0	tt	61	NA	NA
050	23	73	NA	1	0	19	0	0	ff	63	NA	NA
050	23	73	NA	1	0	19	0	0	fp	63	NA	NA
050	23	73	NA	1	0	19	0	0	rp	63	NA	NA
050	23	73	NA	1	0	19	0	0	pr	63	NA	NA
050	23	73	1190	1	0	19	0	0	rr	63	NA	NA
050	23	73	1190	1	0	19	0	0	tt	63	NA	NA
050	23	73	126	2	19	26	0	0	ff	63	NA	NA
050	23	73	126	2	19	26	0	0	fp	63	NA	NA
050	23	73	1820	2	19	26	0	0	rp	63	NA	NA
050	23	73	1	2	19	26	0	0	pr	63	NA	NA
050	23	73	662	2	19	26	0	0	rr	63	NA	NA
050	23	73	788	2	19	26	0	0	tt	63	NA	NA
050	23	73	224	3	26	45	0	0	ff	63	NA	NA
050	23	73	808	3	26	45	0	0	fp	63	NA	NA
050	23	73	966	3	26	45	0	0	rp	63	NA	NA
050	23	73	1	3	26	45	0	0	pr	63	NA	NA
050	23	73	0	3	26	45	0	0	rr	63	NA	NA
050	23	73	808	3	26	45	0	0	tt	63	NA	NA
050	22	84	157	1	0	17	0	0	ff	65	NA	NA
050	22	84	157	1	0	17	0	0	fp	65	NA	NA
050	22	84	157	1	0	17	0	0	rp	65	NA	NA
050	22	84	0	1	0	17	0	0	pr	65	NA	NA
050	22	84	912	1	0	17	0	0	rr	65	NA	NA
050	22	84	1069	1	0	17	0	0	tt	65	NA	NA
050	22	84	136	2	17	22	0	0	ff	65	NA	NA
050	22	84	136	2	17	22	0	0	fp	65	NA	NA
050	22	84	906	2	17	22	0	0	rp	65	NA	NA
050	22	84	1	2	17	22	0	0	pr	65	NA	NA
050	22	84	788	2	17	22	0	0	rr	65	NA	NA
050	22	84	924	2	17	22	0	0	tt	65	NA	NA
050	22	84	258	3	22	51	0	0	ff	65	NA	NA
050	22	84	258	3	22	51	0	0	fp	65	NA	NA
050	22	84	3670	3	22	51	0	0	rp	65	NA	NA
050	22	84	1	3	22	51	0	0	pr	65	NA	NA
050	22	84	2482	3	22	51	0	0	rr	65	NA	NA
050	22	84	2740	3	22	51	0	0	tt	65	NA	NA
050	23	89	140	1	0	19	0	0	ff	81	NA	NA
050	23	89	818	1	0	19	0	0	fp	81	NA	NA
050	23	89	818	1	0	19	0	0	rp	81	NA	NA
050	23	89	0	1	0	19	0	0	pr	81	NA	NA
050	23	89	680	1	0	19	0	0	rr	81	NA	NA
050	23	89	1498	1	0	19	0	0	tt	81	NA	NA
050	23	89	344	2	19	26	0	0	ff	81	NA	NA
050	23	89	344	2	19	26	0	0	fp	81	NA	NA
050	23	89	344	2	19	26	0	0	rp	81	NA	NA
050	23	89	0	2	19	26	0	0	pr	81	NA	NA
050	23	89	480	2	19	26	0	0	rr	81	NA	NA
050	23	89	824	2	19	26	0	0	tt	81	NA	NA
050	23	89	302	3	26	64	0	0	ff	81	NA	NA
050	23	89	1526	3	26	64	0	0	fp	81	NA	NA
050	23	89	3808	3	26	64	0	0	rp	81	NA	NA
050	23	89	1	3	26	64	0	0	pr	81	NA	NA
050	23	89	1122	3	26	64	0	0	rr	81	NA	NA
050	23	89	2648	3	26	64	0	0	tt	81	NA	NA
050	21	83	134	1	0	13	0	0	ff	89	NA	NA
050	21	83	508	1	0	13	0	0	fp	89	NA	NA
050	21	83	508	1	0	13	0	0	rp	89	NA	NA
050	21	83	0	1	0	13	0	0	pr	89	NA	NA
050	21	83	0	1	0	13	0	0	rr	89	NA	NA
050	21	83	508	1	0	13	0	0	tt	89	NA	NA
050	21	83	192	2	13	19	0	0	ff	89	NA	NA
050	21	83	192	2	13	19	0	0	fp	89	NA	NA
050	21	83	192	2	13	19	0	0	rp	89	NA	NA
050	21	83	0	2	13	19	0	0	pr	89	NA	NA
050	21	83	0	2	13	19	0	0	rr	89	NA	NA
050	21	83	192	2	13	19	0	0	tt	89	NA	NA
050	21	83	340	3	19	47	0	0	ff	89	NA	NA
050	21	83	976	3	19	47	0	0	fp	89	NA	NA
050	21	83	976	3	19	47	0	0	rp	89	NA	NA
050	21	83	0	3	19	47	0	0	pr	89	NA	NA
050	21	83	0	3	19	47	0	0	rr	89	NA	NA
050	21	83	976	3	19	47	0	0	tt	89	NA	NA
050	22	76	223	1	0	19	0	0	ff	97	NA	NA
050	22	76	1001	1	0	19	0	0	fp	97	NA	NA
050	22	76	1001	1	0	19	0	0	rp	97	NA	NA
050	22	76	0	1	0	19	0	0	pr	97	NA	NA
050	22	76	390	1	0	19	0	0	rr	97	NA	NA
050	22	76	1391	1	0	19	0	0	tt	97	NA	NA
050	22	76	256	2	19	25	0	0	ff	97	NA	NA
050	22	76	256	2	19	25	0	0	fp	97	NA	NA
050	22	76	256	2	19	25	0	0	rp	97	NA	NA
050	22	76	0	2	19	25	0	0	pr	97	NA	NA
050	22	76	314	2	19	25	0	0	rr	97	NA	NA
050	22	76	570	2	19	25	0	0	tt	97	NA	NA
050	22	76	224	3	25	61	0	0	ff	97	NA	NA
050	22	76	1364	3	25	61	0	0	fp	97	NA	NA
050	22	76	3126	3	25	61	0	0	rp	97	NA	NA
050	22	76	1	3	25	61	0	0	pr	97	NA	NA
050	22	76	1058	3	25	61	0	0	rr	97	NA	NA
050	22	76	2422	3	25	61	0	0	tt	97	NA	NA
050	22	80	NA	1	0	15	0	0	ff	101	NA	NA
050	22	80	NA	1	0	15	0	0	fp	101	NA	NA
050	22	80	NA	1	0	15	0	0	rp	101	NA	NA
050	22	80	NA	1	0	15	0	0	pr	101	NA	NA
050	22	80	660	1	0	15	0	0	rr	101	NA	NA
050	22	80	660	1	0	15	0	0	tt	101	NA	NA
050	22	80	136	2	15	21	0	0	ff	101	NA	NA
050	22	80	136	2	15	21	0	0	fp	101	NA	NA
050	22	80	576	2	15	21	0	0	rp	101	NA	NA
050	22	80	1	2	15	21	0	0	pr	101	NA	NA
050	22	80	130	2	15	21	0	0	rr	101	NA	NA
050	22	80	266	2	15	21	0	0	tt	101	NA	NA
050	22	80	198	3	21	49	0	0	ff	101	NA	NA
050	22	80	328	3	21	49	0	0	fp	101	NA	NA
050	22	80	1408	3	21	49	0	0	rp	101	NA	NA
050	22	80	1	3	21	49	0	0	pr	101	NA	NA
050	22	80	730	3	21	49	0	0	rr	101	NA	NA
050	22	80	1058	3	21	49	0	0	tt	101	NA	NA
050	24	78	191	1	0	16	0	0	ff	103	NA	NA
050	24	78	777	1	0	16	0	0	fp	103	NA	NA
050	24	78	777	1	0	16	0	0	rp	103	NA	NA
050	24	78	0	1	0	16	0	0	pr	103	NA	NA
050	24	78	188	1	0	16	0	0	rr	103	NA	NA
050	24	78	965	1	0	16	0	0	tt	103	NA	NA
050	24	78	570	2	16	21	0	0	ff	103	NA	NA
050	24	78	570	2	16	21	0	0	fp	103	NA	NA
050	24	78	758	2	16	21	0	0	rp	103	NA	NA
050	24	78	1	2	16	21	0	0	pr	103	NA	NA
050	24	78	166	2	16	21	0	0	rr	103	NA	NA
050	24	78	736	2	16	21	0	0	tt	103	NA	NA
050	24	78	482	3	21	48	0	0	ff	103	NA	NA
050	24	78	482	3	21	48	0	0	fp	103	NA	NA
050	24	78	2560	3	21	48	0	0	rp	103	NA	NA
050	24	78	1	3	21	48	0	0	pr	103	NA	NA
050	24	78	1912	3	21	48	0	0	rr	103	NA	NA
050	24	78	2394	3	21	48	0	0	tt	103	NA	NA
050	21	79	281	1	0	17	0	0	ff	105	NA	NA
050	21	79	959	1	0	17	0	0	fp	105	NA	NA
050	21	79	959	1	0	17	0	0	rp	105	NA	NA
050	21	79	0	1	0	17	0	0	pr	105	NA	NA
050	21	79	526	1	0	17	0	0	rr	105	NA	NA
050	21	79	1485	1	0	17	0	0	tt	105	NA	NA
050	21	79	358	2	17	23	0	0	ff	105	NA	NA
050	21	79	358	2	17	23	0	0	fp	105	NA	NA
050	21	79	358	2	17	23	0	0	rp	105	NA	NA
050	21	79	0	2	17	23	0	0	pr	105	NA	NA
050	21	79	530	2	17	23	0	0	rr	105	NA	NA
050	21	79	888	2	17	23	0	0	tt	105	NA	NA
050	21	79	232	3	23	44	0	0	ff	105	NA	NA
050	21	79	304	3	23	44	0	0	fp	105	NA	NA
050	21	79	2294	3	23	44	0	0	rp	105	NA	NA
050	21	79	1	3	23	44	0	0	pr	105	NA	NA
050	21	79	934	3	23	44	0	0	rr	105	NA	NA
050	21	79	1238	3	23	44	0	0	tt	105	NA	NA
050	21	87	NA	1	0	17	0	0	ff	115	NA	NA
050	21	87	NA	1	0	17	0	0	fp	115	NA	NA
050	21	87	NA	1	0	17	0	0	rp	115	NA	NA
050	21	87	NA	1	0	17	0	0	pr	115	NA	NA
050	21	87	1372	1	0	17	0	0	rr	115	NA	NA
050	21	87	1372	1	0	17	0	0	tt	115	NA	NA
050	21	87	130	2	17	24	0	0	ff	115	NA	NA
050	21	87	130	2	17	24	0	0	fp	115	NA	NA
050	21	87	988	2	17	24	0	0	rp	115	NA	NA
050	21	87	1	2	17	24	0	0	pr	115	NA	NA
050	21	87	376	2	17	24	0	0	rr	115	NA	NA
050	21	87	506	2	17	24	0	0	tt	115	NA	NA
050	21	87	188	3	24	43	0	0	ff	115	NA	NA
050	21	87	402	3	24	43	0	0	fp	115	NA	NA
050	21	87	2048	3	24	43	0	0	rp	115	NA	NA
050	21	87	1	3	24	43	0	0	pr	115	NA	NA
050	21	87	756	3	24	43	0	0	rr	115	NA	NA
050	21	87	1158	3	24	43	0	0	tt	115	NA	NA
050	24	90	173	1	0	16	0	0	ff	123	NA	NA
050	24	90	681	1	0	16	0	0	fp	123	NA	NA
050	24	90	681	1	0	16	0	0	rp	123	NA	NA
050	24	90	0	1	0	16	0	0	pr	123	NA	NA
050	24	90	0	1	0	16	0	0	rr	123	NA	NA
050	24	90	681	1	0	16	0	0	tt	123	NA	NA
050	24	90	NA	2	16	22	0	0	ff	123	NA	NA
050	24	90	NA	2	16	22	0	0	fp	123	NA	NA
050	24	90	NA	2	16	22	0	0	rp	123	NA	NA
050	24	90	NA	2	16	22	0	0	pr	123	NA	NA
050	24	90	NA	2	16	22	0	0	rr	123	NA	NA
050	24	90	NA	2	16	22	0	0	tt	123	NA	NA
050	24	90	388	3	22	47	0	0	ff	123	NA	NA
050	24	90	1072	3	22	47	0	0	fp	123	NA	NA
050	24	90	1072	3	22	47	0	0	rp	123	NA	NA
050	24	90	0	3	22	47	0	0	pr	123	NA	NA
050	24	90	0	3	22	47	0	0	rr	123	NA	NA
050	24	90	1072	3	22	47	0	0	tt	123	NA	NA
050	23	77	322	1	0	23	0	0	ff	131	NA	NA
050	23	77	1006	1	0	23	0	0	fp	131	NA	NA
050	23	77	1006	1	0	23	0	0	rp	131	NA	NA
050	23	77	0	1	0	23	0	0	pr	131	NA	NA
050	23	77	786	1	0	23	0	0	rr	131	NA	NA
050	23	77	1792	1	0	23	0	0	tt	131	NA	NA
050	23	77	250	2	23	29	0	0	ff	131	NA	NA
050	23	77	250	2	23	29	0	0	fp	131	NA	NA
050	23	77	384	2	23	29	0	0	rp	131	NA	NA
050	23	77	1	2	23	29	0	0	pr	131	NA	NA
050	23	77	0	2	23	29	0	0	rr	131	NA	NA
050	23	77	250	2	23	29	0	0	tt	131	NA	NA
050	23	77	486	3	29	48	0	0	ff	131	NA	NA
050	23	77	486	3	29	48	0	0	fp	131	NA	NA
050	23	77	2018	3	29	48	0	0	rp	131	NA	NA
050	23	77	1	3	29	48	0	0	pr	131	NA	NA
050	23	77	880	3	29	48	0	0	rr	131	NA	NA
050	23	77	1366	3	29	48	0	0	tt	131	NA	NA
050	23	93	170	1	0	16	0	0	ff	155	NA	NA
050	23	93	504	1	0	16	0	0	fp	155	NA	NA
050	23	93	504	1	0	16	0	0	rp	155	NA	NA
050	23	93	0	1	0	16	0	0	pr	155	NA	NA
050	23	93	0	1	0	16	0	0	rr	155	NA	NA
050	23	93	504	1	0	16	0	0	tt	155	NA	NA
050	23	93	344	2	16	22	0	0	ff	155	NA	NA
050	23	93	344	2	16	22	0	0	fp	155	NA	NA
050	23	93	344	2	16	22	0	0	rp	155	NA	NA
050	23	93	0	2	16	22	0	0	pr	155	NA	NA
050	23	93	294	2	16	22	0	0	rr	155	NA	NA
050	23	93	638	2	16	22	0	0	tt	155	NA	NA
050	23	93	168	3	22	45	0	0	ff	155	NA	NA
050	23	93	168	3	22	45	0	0	fp	155	NA	NA
050	23	93	1418	3	22	45	0	0	rp	155	NA	NA
050	23	93	1	3	22	45	0	0	pr	155	NA	NA
050	23	93	956	3	22	45	0	0	rr	155	NA	NA
050	23	93	1124	3	22	45	0	0	tt	155	NA	NA
050	23	85	168	1	0	18	0	0	ff	169	NA	NA
050	23	85	1058	1	0	18	0	0	fp	169	NA	NA
050	23	85	1058	1	0	18	0	0	rp	169	NA	NA
050	23	85	0	1	0	18	0	0	pr	169	NA	NA
050	23	85	504	1	0	18	0	0	rr	169	NA	NA
050	23	85	1562	1	0	18	0	0	tt	169	NA	NA
050	23	85	596	2	18	25	0	0	ff	169	NA	NA
050	23	85	596	2	18	25	0	0	fp	169	NA	NA
050	23	85	596	2	18	25	0	0	rp	169	NA	NA
050	23	85	0	2	18	25	0	0	pr	169	NA	NA
050	23	85	394	2	18	25	0	0	rr	169	NA	NA
050	23	85	990	2	18	25	0	0	tt	169	NA	NA
050	23	85	300	3	25	63	0	0	ff	169	NA	NA
050	23	85	300	3	25	63	0	0	fp	169	NA	NA
050	23	85	4074	3	25	63	0	0	rp	169	NA	NA
050	23	85	1	3	25	63	0	0	pr	169	NA	NA
050	23	85	2876	3	25	63	0	0	rr	169	NA	NA
050	23	85	3176	3	25	63	0	0	tt	169	NA	NA
050	22	92	154	1	0	16	0	0	ff	173	NA	NA
050	22	92	1718	1	0	16	0	0	fp	173	NA	NA
050	22	92	1718	1	0	16	0	0	rp	173	NA	NA
050	22	92	0	1	0	16	0	0	pr	173	NA	NA
050	22	92	0	1	0	16	0	0	rr	173	NA	NA
050	22	92	1718	1	0	16	0	0	tt	173	NA	NA
050	22	92	NA	2	16	22	0	0	ff	173	NA	NA
050	22	92	NA	2	16	22	0	0	fp	173	NA	NA
050	22	92	NA	2	16	22	0	0	rp	173	NA	NA
050	22	92	NA	2	16	22	0	0	pr	173	NA	NA
050	22	92	NA	2	16	22	0	0	rr	173	NA	NA
050	22	92	NA	2	16	22	0	0	tt	173	NA	NA
050	22	92	204	3	22	60	0	0	ff	173	NA	NA
050	22	92	1460	3	22	60	0	0	fp	173	NA	NA
050	22	92	1460	3	22	60	0	0	rp	173	NA	NA
050	22	92	0	3	22	60	0	0	pr	173	NA	NA
050	22	92	0	3	22	60	0	0	rr	173	NA	NA
050	22	92	1460	3	22	60	0	0	tt	173	NA	NA
050	24	94	146	1	0	19	0	0	ff	185	NA	NA
050	24	94	388	1	0	19	0	0	fp	185	NA	NA
050	24	94	388	1	0	19	0	0	rp	185	NA	NA
050	24	94	0	1	0	19	0	0	pr	185	NA	NA
050	24	94	2172	1	0	19	0	0	rr	185	NA	NA
050	24	94	2560	1	0	19	0	0	tt	185	NA	NA
050	24	94	204	2	19	26	0	0	ff	185	NA	NA
050	24	94	204	2	19	26	0	0	fp	185	NA	NA
050	24	94	204	2	19	26	0	0	rp	185	NA	NA
050	24	94	0	2	19	26	0	0	pr	185	NA	NA
050	24	94	740	2	19	26	0	0	rr	185	NA	NA
050	24	94	944	2	19	26	0	0	tt	185	NA	NA
050	24	94	340	3	26	54	0	0	ff	185	NA	NA
050	24	94	452	3	26	54	0	0	fp	185	NA	NA
050	24	94	4440	3	26	54	0	0	rp	185	NA	NA
050	24	94	1	3	26	54	0	0	pr	185	NA	NA
050	24	94	912	3	26	54	0	0	rr	185	NA	NA
050	24	94	1364	3	26	54	0	0	tt	185	NA	NA
050	21	95	348	1	0	16	0	0	ff	189	NA	NA
050	21	95	778	1	0	16	0	0	fp	189	NA	NA
050	21	95	778	1	0	16	0	0	rp	189	NA	NA
050	21	95	0	1	0	16	0	0	pr	189	NA	NA
050	21	95	954	1	0	16	0	0	rr	189	NA	NA
050	21	95	1732	1	0	16	0	0	tt	189	NA	NA
050	21	95	196	2	16	22	0	0	ff	189	NA	NA
050	21	95	196	2	16	22	0	0	fp	189	NA	NA
050	21	95	196	2	16	22	0	0	rp	189	NA	NA
050	21	95	0	2	16	22	0	0	pr	189	NA	NA
050	21	95	338	2	16	22	0	0	rr	189	NA	NA
050	21	95	534	2	16	22	0	0	tt	189	NA	NA
050	21	95	182	3	22	50	0	0	ff	189	NA	NA
050	21	95	182	3	22	50	0	0	fp	189	NA	NA
050	21	95	4192	3	22	50	0	0	rp	189	NA	NA
050	21	95	1	3	22	50	0	0	pr	189	NA	NA
050	21	95	2718	3	22	50	0	0	rr	189	NA	NA
050	21	95	2900	3	22	50	0	0	tt	189	NA	NA
050	21	91	191	1	0	16	0	0	ff	205	NA	NA
050	21	91	537	1	0	16	0	0	fp	205	NA	NA
050	21	91	537	1	0	16	0	0	rp	205	NA	NA
050	21	91	0	1	0	16	0	0	pr	205	NA	NA
050	21	91	0	1	0	16	0	0	rr	205	NA	NA
050	21	91	537	1	0	16	0	0	tt	205	NA	NA
050	21	91	348	2	16	22	0	0	ff	205	NA	NA
050	21	91	348	2	16	22	0	0	fp	205	NA	NA
050	21	91	348	2	16	22	0	0	rp	205	NA	NA
050	21	91	0	2	16	22	0	0	pr	205	NA	NA
050	21	91	0	2	16	22	0	0	rr	205	NA	NA
050	21	91	348	2	16	22	0	0	tt	205	NA	NA
050	21	91	162	3	22	50	0	0	ff	205	NA	NA
050	21	91	552	3	22	50	0	0	fp	205	NA	NA
050	21	91	552	3	22	50	0	0	rp	205	NA	NA
050	21	91	0	3	22	50	0	0	pr	205	NA	NA
050	21	91	0	3	22	50	0	0	rr	205	NA	NA
050	21	91	552	3	22	50	0	0	tt	205	NA	NA
050	24	86	137	1	0	16	0	0	ff	213	NA	NA
050	24	86	137	1	0	16	0	0	fp	213	NA	NA
050	24	86	137	1	0	16	0	0	rp	213	NA	NA
050	24	86	0	1	0	16	0	0	pr	213	NA	NA
050	24	86	596	1	0	16	0	0	rr	213	NA	NA
050	24	86	733	1	0	16	0	0	tt	213	NA	NA
050	24	86	140	2	16	22	0	0	ff	213	NA	NA
050	24	86	140	2	16	22	0	0	fp	213	NA	NA
050	24	86	854	2	16	22	0	0	rp	213	NA	NA
050	24	86	1	2	16	22	0	0	pr	213	NA	NA
050	24	86	314	2	16	22	0	0	rr	213	NA	NA
050	24	86	454	2	16	22	0	0	tt	213	NA	NA
050	24	86	214	3	22	50	0	0	ff	213	NA	NA
050	24	86	988	3	22	50	0	0	fp	213	NA	NA
050	24	86	1358	3	22	50	0	0	rp	213	NA	NA
050	24	86	1	3	22	50	0	0	pr	213	NA	NA
050	24	86	174	3	22	50	0	0	rr	213	NA	NA
050	24	86	1162	3	22	50	0	0	tt	213	NA	NA
050	22	96	181	1	0	16	0	0	ff	221	NA	NA
050	22	96	515	1	0	16	0	0	fp	221	NA	NA
050	22	96	515	1	0	16	0	0	rp	221	NA	NA
050	22	96	0	1	0	16	0	0	pr	221	NA	NA
050	22	96	0	1	0	16	0	0	rr	221	NA	NA
050	22	96	515	1	0	16	0	0	tt	221	NA	NA
050	22	96	352	2	16	22	0	0	ff	221	NA	NA
050	22	96	352	2	16	22	0	0	fp	221	NA	NA
050	22	96	352	2	16	22	0	0	rp	221	NA	NA
050	22	96	0	2	16	22	0	0	pr	221	NA	NA
050	22	96	0	2	16	22	0	0	rr	221	NA	NA
050	22	96	352	2	16	22	0	0	tt	221	NA	NA
050	22	96	232	3	22	43	0	0	ff	221	NA	NA
050	22	96	346	3	22	43	0	0	fp	221	NA	NA
050	22	96	346	3	22	43	0	0	rp	221	NA	NA
050	22	96	0	3	22	43	0	0	pr	221	NA	NA
050	22	96	0	3	22	43	0	0	rr	221	NA	NA
050	22	96	346	3	22	43	0	0	tt	221	NA	NA
052	23	87	142	1	0	18	0	0	ff	23	NA	NA
052	23	87	970	1	0	18	0	0	fp	23	NA	NA
052	23	87	970	1	0	18	0	0	rp	23	NA	NA
052	23	87	0	1	0	18	0	0	pr	23	NA	NA
052	23	87	0	1	0	18	0	0	rr	23	NA	NA
052	23	87	970	1	0	18	0	0	tt	23	NA	NA
052	23	87	NA	2	18	25	0	0	ff	23	NA	NA
052	23	87	NA	2	18	25	0	0	fp	23	NA	NA
052	23	87	NA	2	18	25	0	0	rp	23	NA	NA
052	23	87	NA	2	18	25	0	0	pr	23	NA	NA
052	23	87	198	2	18	25	0	0	rr	23	NA	NA
